openarenaG_800x600                          106
openarenaG_1024x768                         146
openarenaG_1920x1080                          305
openarenaG_2560x1440                           84
urbanterrorG_800x600                           35
urbanterrorG_1024x768                          42
urbanterrorG_1920x1080                          70
urbanterrorG_2560x1440                          30
unigine-valley_800x600                          232
unigine-valley_1024x768                          243
unigine-valley_1920x1080                         418
unigine-valley_2560x1440                          656
unigine-heaven_800x600                          312
unigine-heaven_1024x768                          315
unigine-heaven_1920x1080                         438
unigine-heaven_2560x1440                          720
glmark2_800x600                         332
glmark2_1024x768                         332
glmark2_1920x1080                         332
glmark2_2560x1440                         332
qgears_-image                          162
qgears_-render                         155
qgears_TEXT                          104
qgears_GEARSFANCY                         155
qgears_COMPO                          16
jxrend                          20
nexuiz_800x600                           24
nexuiz_1024x768                          30
nexuiz_1920x1080                          52
nexuiz_2560x1440                          52
xonotic_800x600                          886
xonotic_1024x768                         885
xonotic_1920x1080                          886
xonotic_2560x1440                          886
paraview_manyspheres                          362
paraview_waveletcontour                          779
paraview_waveletvolume                          31
indigobench_supercar                           61
indigobench_bedroom                           62
j2dbench_all                          361
j2dbench_images                          105
j2dbench_graphics                          245
j2dbench_text                          14
ospray_xfrog_forest                          184,290 +- 0,307 seconds time elapsed  ( +-  0,17% )
ospray_magnetic_reconnection                           31,159 +- 0,611 seconds time elapsed  ( +-  1,96% )
embree_crown                          137,388 +- 0,269 seconds time elapsed  ( +-  0,20% )
embree_asian_dragon                          117,605 +- 0,247 seconds time elapsed  ( +-  0,21% )
embree_asian_dragon_obj                          148,231 +- 0,178 seconds time elapsed  ( +-  0,12% )
iperf_tcp                         33,00642 +- 0,00191 seconds time elapsed  ( +-  0,01% )
iperf_udp                       33,0036131 +- 0,0000158 seconds time elapsed  ( +-  0,00% )
oidn                          28,3142 +- 0,0705 seconds time elapsed  ( +-  0,25% )
pyperformance-run_2to3                          60,5613 +- 0,0816 seconds time elapsed  ( +-  0,13% )
pyperformance-run_chaos                          22,1007 +- 0,0130 seconds time elapsed  ( +-  0,06% )
pyperformance-run_crypto_pyaes                         20,08518 +- 0,00909 seconds time elapsed  ( +-  0,05% )
pyperformance-run_django_template                           30,293 +- 0,105 seconds time elapsed  ( +-  0,35% )
pyperformance-run_float                          20,4935 +- 0,0159 seconds time elapsed  ( +-  0,08% )
pyperformance-run_go                          44,3037 +- 0,0284 seconds time elapsed  ( +-  0,06% )
pyperformance-run_json_loads                          24,8692 +- 0,0163 seconds time elapsed  ( +-  0,07% )
pyperformance-run_nbody                         22,19969 +- 0,00978 seconds time elapsed  ( +-  0,04% )
pyperformance-run_pathlib                          31,0850 +- 0,0221 seconds time elapsed  ( +-  0,07% )
pyperformance-run_pickle_pure_python                          28,3302 +- 0,0192 seconds time elapsed  ( +-  0,07% )
pyperformance-run_python_startup                          82,4606 +- 0,0227 seconds time elapsed  ( +-  0,03% )
pyperformance-run_raytrace                          85,0431 +- 0,0473 seconds time elapsed  ( +-  0,06% )
pyperformance-run_regex_compile                          36,1774 +- 0,0154 seconds time elapsed  ( +-  0,04% )
rays1bench                           33,875 +- 0,167 seconds time elapsed  ( +-  0,49% )
