Tasks Stock Meltdown Spectre MDS AllOff
glibc-bench_bench-modf	232.07	238.73	227.90	225.65	230.34
glibc-bench_bench-exp	718.94	722.98	715.35	716.38	712.35
glibc-bench_bench-log2	227.30	230.09	225.44	218.00	217.42
himeno	1715.64	1716.89	1692.64	1693.46	1672.90
hint_float	8000.46	8140.62	7962.18	8081.10	8030.24
hint_double	6146.04	6185.72	6136.57	6154.25	6110.83
hpcg	9878.42	9913.28	9831.81	9865.21	9828.48
build-linux-kernel	81490.77	73093.34	73330.86	72572.01	72103.48
john-the-ripper_bcrypt	1609.09	1609.12	1607.95	1603.37	1596.44
john-the-ripper_md5crypt	3753.43	3756.62	3765.12	3732.69	3760.13
lzbench_-ezstd	13841.97	13721.69	13698.84	13680.83	13685.02
lzbench_-ebrotli	12516.41	12551.68	12505.89	12424.34	12476.34
lzbench_-elibdeflate	5820.97	5850.29	5810.66	5790.99	5808.97
lzbench_-exz	13101.92	13028.46	13014.53	12864.87	12936.17
m-queens	2907.67	2922.81	2902.29	2895.38	2895.95
mbw_512	206.84	207.49	206.96	204.34	205.45
mbw_1024	414.92	410.49	411.22	406.34	408.38
mbw_4096	1648.43	1636.64	1641.21	1627.17	1627.24
mcperf_get	546.36	503.86	434.99	500.47	386.44
mcperf_set	802.76	762.01	666.52	766.18	594.73
mcperf_delete	550.30	521.55	441.16	508.70	387.29
mcperf_add	804.13	760.58	665.25	777.20	590.19
mcperf_replace	747.30	710.28	630.77	720.50	553.98
mcperf_append	752.16	710.28	632.25	712.67	555.86
mcperf_prepend	748.86	710.49	631.60	711.26	555.26
mkl-dnn_conv_all	35053.12	35085.63	35024.08	35148.73	35116.54
mkl-dnn_conv_googlenet_v3	7463.64	7437.96	7452.38	7486.35	7458.07
mkl-dnn_conv_alexnet	1015.31	1017.50	1012.90	1006.49	1009.11
mkl-dnn_ip_1d	880.88	883.37	882.32	881.33	879.72
mkl-dnn_ip_all	2325.80	2323.62	2325.36	2347.89	2340.46
mkl-dnn_rnn_training	2087.87	2095.80	2090.60	2107.66	2099.55
node-express-loadtest	343.00	332.78	332.51	330.79	314.74
numenta-nab	27361.78	27354.57	27288.88	27189.23	27196.69
phpbench	365.21	367.59	362.66	359.62	361.61
primesieve	3158.11	3148.95	3138.84	3114.87	3145.81
pymongo	883.42	901.21	866.91	870.28	867.78
rbenchmark	745.95	766.08	742.70	710.83	977.99
redis_get	348.94	342.32	343.05	338.13	338.42
redis_set	334.37	333.07	338.54	337.34	349.78
redis_lpush	330.73	332.71	325.62	340.60	326.54
redis_lpop	330.60	335.76	331.77	328.73	340.56
redis_sadd	323.68	326.39	326.06	320.07	342.38
rust-prime	1027.31	1029.16	1027.02	1026.45	1025.00
scikit	1316.60	1335.58	1323.45	1319.51	1319.11
stress-ng_vecmath	1446.39	914.65	913.80	910.38	911.60
stress-ng_matrix	799.82	759.46	775.11	786.20	752.24
stress-ng_fork	1232.93	1185.21	1222.10	1170.00	1108.47
stress-ng_msg	1024.72	862.14	988.99	636.98	519.94
stress-ng_sem	895.91	944.86	888.43	782.63	812.20
stress-ng_sock	1468.89	1392.27	1591.40	1367.62	1309.01
stress-ng_switch	1431.87	1411.54	1329.48	1204.13	1125.50
stream	2279.47	2283.04	2272.41	2258.48	2267.37
swet	296.11	294.35	296.12	296.03	289.74
t-test1	241.23	228.52	240.65	225.81	211.45
tensorflow	2973.89	3019.41	3025.06	3042.83	3056.64
tinymembench	5969.45	5848.75	5950.71	5175.97	5440.59
ttsiod-renderer	2565.35	2578.96	2561.17	2559.04	2561.48
xsbench	3249.42	3270.78	3245.16	3247.85	3242.57
ramspeed_copy_int	3914.82	3918.39	3896.48	3856.50	3882.23
ramspeed_scale_int	3921.95	3934.62	3909.27	3854.07	3884.82
ramspeed_add_int	3914.99	3920.88	3908.62	3858.90	3882.32
ramspeed_triad_int	3932.08	3920.16	3917.64	3874.96	3876.67
ramspeed_copy_float	4010.85	4009.98	3994.70	3986.65	3969.34
ramspeed_scale_float	4029.14	4002.93	4007.31	3996.75	3962.63
ramspeed_add_float	4031.18	4000.34	4014.40	4003.08	3961.76
ramspeed_traid_float	4020.39	4018.40	4012.68	4000.84	3980.70
botan_AES-256	435.47	437.54	434.66	433.17	431.62
botan_Blowfish	401.44	403.25	401.51	399.37	397.23
botan_CAST-256	387.28	389.11	388.24	385.49	383.65
botan_KASUMI	383.65	387.96	385.36	382.59	382.69
botan_Twofish	420.49	423.35	423.14	421.59	423.31
build-gcc	17039.21	16829.97	16898.68	16796.49	16539.63
javascimark2	610.59	594.65	615.20	599.18	612.19
sunflow	1312.46	1306.10	1313.26	1328.24	1309.43
sqlitebench	944.65	962.70	878.49	930.70	908.26
iozone_-s2096000	789.17	753.35	771.44	746.32	717.57
iozone_-s4096000	1939.36	1894.91	1909.84	1888.02	1796.16
iozone_-s8126000	5798.26	5733.67	5709.21	5624.11	5426.34
dbench_1	4921.57	4904.20	4898.02	4889.61	4908.41
dbench_6	5072.95	4982.12	5061.99	4986.41	5030.69
dbench_12	5266.53	5279.73	5292.43	5256.68	5206.09
dbench_48	5680.18	5695.46	5698.92	5659.23	5609.52
dbench_128	5919.70	5909.63	5933.63	5859.44	5821.56
dbench_256	6146.17	6136.90	6122.30	6069.30	6014.54
postmark	912.47	910.86	907.32	925.74	892.86
fs-mark_1000_Files_1MB_Size	336.42	346.87	339.69	331.64	333.48
fs-mark_5000_Files_1MB_Size_4_Threads	2985.69	2954.54	2923.96	2965.38	2957.24
fs-mark_4000_Files_32_Sub_Dirs_1MB_Size	1127.89	1111.96	1109.77	1106.97	1111.36
bork	256.08	248.41	267.15	251.74	234.67
ffmpeg	293.01	293.33	294.51	291.54	292.69
encode-mp3	666.24	667.16	665.15	668.09	670.95
graphics-magick_minify	1090.15	1091.69	1086.24	1086.30	1076.91
graphics-magick_gaussian	8651.00	8672.59	8621.68	8627.36	8645.46
graphics-magick_sharpen	18257.63	18272.33	18281.05	18242.35	18236.49
graphics-magick_rotate	2082.45	2043.51	2042.45	2026.82	1991.90
graphics-magick_resize	2514.64	2510.19	2463.95	2504.54	2499.00
rocksdb_fillseq	976.35	969.26	951.11	960.37	936.10
rocksdb_fillrandom	1281.68	1271.90	1243.21	1250.12	1212.79
rocksdb_readrandom	1240.78	1248.25	1241.80	1242.57	1245.94
cassandra_write	115.76	112.94	112.62	111.92	111.59
cassandra_read	127.99	125.90	124.63	125.09	123.32
cassandra_mixed_1_1	128.06	125.37	124.82	124.87	123.07
cassandra_mixed_1_3	127.74	125.37	124.68	124.75	123.35
compilebench_initial_create	1806.72	1646.23	1586.68	1591.28	1609.31
compilebench_compile	1663.13	1632.96	1595.88	1589.38	1606.10
compilebench_read_compile_tree	1664.87	1638.58	1586.33	1598.78	1613.03
smallpt	1325.73	1327.68	1326.64	1335.11	1322.49
build-php	4403.27	4380.83	4366.82	4360.36	4318.71
inkscape	556.19	551.50	552.89	550.68	544.80
rawtherapee	3969.25	3966.25	3925.07	3949.04	3940.73
tjbench	560.94	560.39	558.39	559.16	559.75
darktable_masskrugNEF	498.70	499.57	496.05	495.06	493.69
darktable_benchSRW	1193.20	1193.82	1184.09	1191.66	1188.67
darktable_server_roomNEF	400.81	400.75	399.14	399.24	396.99
rsvg	369.12	360.71	363.62	362.29	353.33
gegl_rotate-on-center	1178.44	1177.16	1170.50	1170.77	1164.84
gegl_scale-size	175.07	176.63	172.51	171.01	175.33
gegl_antialias	1178.02	1179.98	1168.55	1166.47	1166.60
gegl_cartoon	2817.30	2835.33	2780.63	2775.30	2771.90
gegl_color-enhance	1483.50	1495.78	1459.58	1473.03	1470.71
gegl_crop	241.89	244.93	237.58	239.63	241.63
gegl_wavelet-blur	1665.28	1678.19	1644.54	1640.11	1636.45
gegl_reflect	791.55	799.52	786.59	792.20	790.04
gegl_tile-glass	852.97	858.75	842.22	839.43	834.61
renaissance_akka-uct	670.68	694.54	670.84	672.05	669.08
renaissance_reactors	842.19	834.91	853.62	823.88	795.60
renaissance_als	447.40	459.41	450.30	444.66	450.53
renaissance_naive-bayes	581.10	553.31	569.50	579.42	591.57
renaissance_page-rank	1386.91	1401.66	1390.85	1421.86	1400.11
renaissance_db-shootout	596.71	614.45	598.91	585.55	565.14
renaissance_dotty	352.51	354.01	357.23	357.69	354.31
renaissance_finagle-chirper	402.16	397.80	395.84	401.97	394.41
java-jmh	22726.72	22941.85	22728.98	22865.53	22829.07
schbench_2	868.01	868.46	860.66	867.80	866.03
schbench_4	1098.96	1099.98	1099.43	1099.68	1099.33
schbench_8	1113.58	1113.81	1114.44	1113.96	1112.90
osbench_create_files	659.20	631.85	593.70	622.52	542.62
osbench_create_processes	887.85	852.02	889.08	870.79	803.80
osbench_create_threads	588.07	549.33	574.74	550.26	494.25
osbench_launch_programs	584.33	553.31	576.13	546.74	511.56
osbench_mem_alloc	514.08	503.96	508.88	501.22	480.16
tiobench_write	1536.18	1513.35	1470.03	1523.00	1500.29
tiobench_read	1678.87	1638.51	1673.31	1686.07	1643.89
tiobench_random_write	2620.84	2587.98	2488.21	2547.30	2518.83
tiobench_random_read	1597.87	1578.84	1627.25	1644.36	1605.32
pybench	583.89	590.00	600.05	580.29	585.30
network-loopback	1488.20	1415.31	1365.79	1398.58	1267.09
svt-vp9_tune_0	4272.83	4269.28	4266.64	4266.41	4266.75
svt-vp9_tune_1	4251.99	4259.10	4250.58	4250.40	4245.11
svt-vp9_tune_2	4260.86	4271.15	4254.01	4253.74	4238.53
svt-hevc	1564.84	1587.04	1570.87	1578.94	1576.16
tungsten_hair	3314.02	3319.77	3292.86	3301.75	3306.11
tungsten_water-caustic	2134.64	2137.72	2124.29	2133.09	2129.56
tungsten_non-exponential	827.18	831.60	821.13	823.08	822.15
tungsten_volumetric-caustic	1224.15	1229.58	1215.57	1218.47	1220.56
ospray_san_miguel	2329.34	2320.23	2343.98	2337.27	2344.22
ospray_xfrog_forest	10166.20	10138.22	10070.64	10111.70	10084.04
ospray_magnetic_reconnection	1801.84	1804.92	1788.59	1794.71	1790.01
embree_crown	7946.05	7987.74	7926.51	7918.03	7911.84
embree_asian_dragon	6468.34	6485.86	6451.98	6438.13	6437.09
embree_asian_dragon_obj	7605.81	7601.69	7577.91	7573.28	7562.47
iperf_tcp	290.97	296.56	291.63	293.65	292.78
iperf_udp	295.33	291.84	289.48	292.84	288.57
oidn	1596.07	1591.65	1608.90	1596.05	1597.98
pyperformance-run_2to3	1485.14	1453.08	1467.82	1438.17	1436.61
pyperformance-run_chaos	542.50	541.64	544.67	540.32	540.65
pyperformance-run_crypto_pyaes	487.93	488.32	491.79	486.70	489.27
pyperformance-run_django_template	740.50	743.65	739.12	737.92	734.23
pyperformance-run_float	496.80	490.02	494.72	493.68	488.13
pyperformance-run_go	1085.67	1075.56	1074.38	1070.01	1071.83
pyperformance-run_json_loads	595.80	590.20	590.63	589.85	591.64
pyperformance-run_nbody	524.37	521.02	524.55	518.65	520.50
pyperformance-run_pathlib	776.37	756.66	757.28	744.75	722.11
pyperformance-run_pickle_pure_python	704.82	701.21	698.96	698.18	697.12
pyperformance-run_python_startup	1938.51	1902.06	1923.07	1894.00	1850.25
pyperformance-run_raytrace	2110.82	2107.98	2105.94	2097.58	2110.35
pyperformance-run_regex_compile	887.58	884.28	883.99	881.63	879.55
rays1bench	1867.04	1862.88	1858.71	1878.68	1857.36
cp2k	22520.92	22332.24	21820.20	21691.42	20879.42
svt-av1	2192.94	2174.68	2151.62	2163.01	2166.74
dav1d_summer_nature_1080pivf	755.64	755.10	752.10	749.67	749.88
dav1d_summer_nature_4kivf	2941.17	2935.22	2924.21	2918.53	2927.50
dav1d_chimera_8b_1080pivf	2280.70	2275.70	2269.17	2262.58	2263.79
dav1d_chimera_10b_1080pivf	11522.82	11514.58	11473.82	11461.19	11478.80
cpuminer-opt_lbry	1857.60	1867.06	1850.72	1849.67	1859.44
cpuminer-opt_sha256t	1896.41	1895.70	1884.47	1885.43	1890.29
cpuminer-opt_skein	1865.70	1862.03	1854.90	1853.74	1862.63
cpuminer-opt_myr-gr	1817.14	1812.58	1804.65	1803.26	1809.97
cpuminer-opt_m7m	2084.59	2091.39	2076.46	2058.82	2075.01
cpuminer-opt_deep	1995.62	1989.82	1968.46	1964.41	1977.76
vpxenc	1208.30	1201.78	1194.88	1196.50	1195.06
mt-dgemm	13080.66	12910.25	12537.49	12934.40	12807.27
deepspeech	2251.70	2235.34	2230.39	2238.72	2232.01
octave-benchmark	277.52	274.88	272.46	267.50	266.11
build-llvm	45784.55	45569.43	45488.38	45302.54	45052.28
build2	10419.18	10352.13	10329.03	10282.77	10247.84
build-gdb	5791.14	5695.86	5729.98	5666.76	5587.19
encode-flac	424.45	420.55	420.80	419.48	418.46
openarenaG_800x600	4992	5091	5057	4989	5011
openarenaG_1024x768	7204	7168	7175	7181	7188
openarenaG_1920x1080	15811	15758	15697	15706	15694
openarenaG_2560x1440	3816	3807	3784	3800	3805
urbanterrorG_800x600	1142	1120	1125	1128	1128
urbanterrorG_1024x768	1486	1471	1502	1473	1473
urbanterrorG_1920x1080	2800	2791	2786	2784	2804
urbanterrorG_2560x1440	925	917	916	917	921
unigine-valley_800x600	10161	10181	10152	10136	10178
unigine-valley_1024x768	10959	10997	11000	10920	10928
unigine-valley_1920x1080	19942	20047	20053	19978	19887
unigine-valley_2560x1440	32239	32382	32402	32276	31989
unigine-heaven_800x600	12751	12745	12716	12704	12756
unigine-heaven_1024x768	13483	13439	13406	13400	13439
unigine-heaven_1920x1080	20295	20361	20295	20302	20274
unigine-heaven_2560x1440	34638	34813	34852	34835	34735
glmark2_800x600	13149	13127	13023	13007	13199
glmark2_1024x768	13273	13247	13173	13199	13273
glmark2_1920x1080	13152	13120	13019	13091	13162
glmark2_2560x1440	13456	13382	13312	13361	13417
qgears_-image	4081	3799	3767	3768	3080
qgears_-render	3900	3622	3593	3590	2970
qgears_TEXT	2595	2333	2322	2330	1824
qgears_GEARSFANCY	3887	3617	3595	3590	2971
qgears_COMPO	719	391	388	390	216
jxrend	439	445	446	448	446
nexuiz_800x600	962	943	941	941	943
nexuiz_1024x768	1291	1275	1273	1272	1275
nexuiz_1920x1080	2496	2466	2458	2463	2466
nexuiz_2560x1440	2499	2465	2463	2461	2462
xonotic_800x600	45011	44993	44967	44926	44996
xonotic_1024x768	44925	44889	44937	44938	44979
xonotic_1920x1080	44873	44904	44916	44911	44906
xonotic_2560x1440	44939	44992	44905	44934	44913
paraview_manyspheres	7818	7842	7816	7886	7782
paraview_waveletcontour	19423	19349	19408	19324	19456
paraview_waveletvolume	1367	1372	1375	1367	1808
indigobench_supercar	3101	3136	3116	3143	3151
indigobench_bedroom	3086	3115	3106	3108	3109
j2dbench_all	13232	13153	13168	13155	13207
j2dbench_images	3796	3780	3780	3770	3791
j2dbench_graphics	9078	9019	9039	9039	9033
j2dbench_text	393	387	392	391	389
