pyperformance-run_json_loads                          24,7052 +- 0,0158 seconds time elapsed  ( +-  0,06% )
pyperformance-run_nbody                         22,15323 +- 0,00866 seconds time elapsed  ( +-  0,04% )
pyperformance-run_pathlib                          29,7192 +- 0,0224 seconds time elapsed  ( +-  0,08% )
pyperformance-run_pickle_pure_python                          28,2963 +- 0,0259 seconds time elapsed  ( +-  0,09% )
pyperformance-run_python_startup                          80,6956 +- 0,0336 seconds time elapsed  ( +-  0,04% )
pyperformance-run_raytrace                          84,9524 +- 0,0759 seconds time elapsed  ( +-  0,09% )
pyperformance-run_regex_compile                          36,1403 +- 0,0214 seconds time elapsed  ( +-  0,06% )
rays1bench                           33,302 +- 0,180 seconds time elapsed  ( +-  0,54% )
cp2k                           534,81 +- 4,07 seconds time elapsed  ( +-  0,76% )
svt-av1                           37,514 +- 0,576 seconds time elapsed  ( +-  1,54% )
dav1d_summer_nature_1080p.ivf                           14,319 +- 0,202 seconds time elapsed  ( +-  1,41% )
dav1d_summer_nature_4k.ivf                           52,978 +- 0,561 seconds time elapsed  ( +-  1,06% )
dav1d_chimera_8b_1080p.ivf                           44,932 +- 0,481 seconds time elapsed  ( +-  1,07% )
dav1d_chimera_10b_1080p.ivf                          267,543 +- 0,553 seconds time elapsed  ( +-  0,21% )
cpuminer-opt_lbry                          30,9667 +- 0,0340 seconds time elapsed  ( +-  0,11% )
cpuminer-opt_sha256t                          30,9750 +- 0,0156 seconds time elapsed  ( +-  0,05% )
cpuminer-opt_skein                          31,0232 +- 0,0635 seconds time elapsed  ( +-  0,20% )
cpuminer-opt_myr-gr                          30,9896 +- 0,0711 seconds time elapsed  ( +-  0,23% )
cpuminer-opt_m7m                         38,28770 +- 0,00908 seconds time elapsed  ( +-  0,02% )
cpuminer-opt_deep                         34,20732 +- 0,00335 seconds time elapsed  ( +-  0,01% )
vpxenc                          25,4677 +- 0,0314 seconds time elapsed  ( +-  0,12% )
mt-dgemm                           375,97 +- 2,15 seconds time elapsed  ( +-  0,57% )
deepspeech                            95,04 +- 7,59 seconds time elapsed  ( +-  7,99% )
